,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,kelas
10,2672.5,96.75,0.0,0.0,10.0,1160.75,163.5,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,10.0,2.75,0.5,0.0,10.75,1480.5,1049.25,0.75,0.0,166.5,1846.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,4.75,0.5,0.0,3.25,2829.0,220.0,0.0,0.0,100.0,467.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,208.75,1034.75,2413.5,639.25,243.0,135.0,88.25,65.5,57.0,58.75,56.75,57.0,61.25,68.75,99.25,153.75,261.25,710.0,6306.0,Batik Bali
11,7224.75,223.25,0.0,0.0,5.75,345.0,246.25,1.0,0.0,0.0,46.25,4.25,0.0,0.0,0.0,0.0,188.25,5.5,0.0,0.0,21.0,338.25,278.25,1.0,0.0,1.25,761.5,352.25,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,8.75,0.25,0.0,0.0,5.75,176.0,98.25,0.0,0.0,5.0,721.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.25,0.0,0.0,10.25,412.25,1117.75,1975.0,469.0,177.75,87.75,54.25,36.0,27.0,21.25,17.0,24.75,31.25,32.25,56.5,86.0,174.75,523.5,6598.75,Batik Bali
12,5163.25,313.0,88.25,26.5,0.0,259.25,327.5,89.0,0.0,0.0,6.75,128.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,559.75,881.5,121.75,0.0,0.75,798.5,1037.25,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.25,215.75,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,929.75,1777.25,544.75,265.75,166.25,107.5,97.75,78.75,76.75,65.75,83.75,76.75,105.75,129.0,162.75,276.5,577.5,4704.5,Batik Bali
13,724.25,4.0,63.0,0.25,735.75,409.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,1424.75,134.25,66.0,0.0,1045.0,689.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,1965.0,482.75,0.0,0.0,552.0,1398.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,9157.0,4773.75,1741.25,501.0,278.5,212.25,146.75,106.0,96.0,108.5,1187.0,108.5,96.5,99.25,146.0,178.25,288.0,550.75,8279.25,Batik Bali
14,5402.25,3631.5,0.0,0.0,0.0,3034.25,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,1144.25,756.25,0.0,0.0,0.0,462.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.25,506.25,0.0,0.0,0.0,1949.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,3843.5,1178.5,229.75,144.5,96.25,74.75,73.0,61.5,59.75,68.25,54.25,73.75,78.25,86.0,115.75,182.5,304.5,10942.5,Batik Bali
15,1564.0,261.25,0.5,0.25,0.0,1197.0,275.75,342.25,0.0,14.75,116.5,2259.5,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,2208.0,769.25,133.75,1.75,59.0,93.0,1043.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,43.0,0.0,0.0,0.25,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,847.75,1744.25,592.75,318.0,195.5,134.25,101.5,84.25,83.25,79.5,82.25,87.0,104.75,128.5,168.0,312.75,596.0,4846.75,Batik Bali
16,3641.25,72.75,2.5,33.25,402.5,108.75,24.75,181.25,0.0,0.0,5.5,49.5,0.0,0.0,0.0,0.0,26.25,3.25,0.0,0.25,82.5,151.0,55.0,69.0,2.25,13.75,126.0,576.5,0.0,0.0,0.0,51.75,0.0,0.0,0.0,0.0,0.0,9.0,1.75,0.25,0.0,33.75,82.25,146.25,0.0,0.5,6.25,591.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,23.5,269.25,223.75,1055.25,579.75,295.5,192.0,124.0,90.5,73.0,75.5,63.5,65.0,83.0,99.75,129.5,212.25,333.0,673.25,2480.25,Batik Bali
17,5957.0,1158.25,42.0,0.0,0.0,159.0,165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.5,10.0,0.5,0.0,1248.75,628.5,11.75,0.0,0.0,90.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,66.5,8.0,0.0,0.75,1630.0,221.75,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,132.5,0.0,0.0,7.0,4121.0,3324.25,1697.0,419.0,215.75,131.75,92.0,70.25,74.25,58.0,53.75,56.5,65.5,70.75,95.25,117.5,212.25,406.75,8702.25,Batik Bali
18,4175.25,582.0,830.25,628.0,0.0,11.25,552.75,958.25,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,15.25,0.75,3.75,2.75,2.0,37.25,106.0,158.75,0.0,0.25,5.0,261.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,5.75,0.0,1.5,0.0,3.5,25.0,93.75,0.0,0.0,0.0,115.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,3.0,0.0,0.0,1.25,147.0,856.75,2141.25,689.0,325.5,162.25,106.75,87.5,65.0,65.5,73.5,58.0,62.5,82.5,100.5,143.25,255.75,501.0,3019.75,Batik Bali
19,5104.0,144.25,23.5,10.0,7.25,232.0,276.0,217.25,0.0,0.0,27.5,385.5,0.0,0.0,0.0,0.0,2.0,13.25,21.5,0.0,0.0,1302.75,844.5,64.0,0.0,5.25,695.25,1136.0,0.0,0.0,0.0,42.75,0.0,0.0,0.0,0.0,0.0,2.25,31.0,0.5,0.0,2.0,369.75,87.25,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,1582.25,1799.5,686.25,341.25,219.75,151.75,114.0,90.25,91.0,89.75,104.75,89.75,105.25,139.75,203.0,291.25,512.75,4462.0,Batik Bali
20,3644.0,54.0,0.25,0.0,57.75,167.0,24.25,1.25,0.0,0.25,3.75,0.75,0.0,0.0,0.0,0.0,97.75,15.5,0.0,0.0,202.0,1200.25,96.0,1.75,0.0,37.25,223.0,63.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.0,5.75,84.25,16.25,0.25,1.25,135.75,885.75,112.5,0.0,0.0,24.5,274.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.25,98.75,12.5,0.0,0.0,114.5,853.5,225.25,1496.75,728.0,351.75,206.75,137.0,112.75,86.75,65.5,81.0,76.5,86.25,102.75,138.25,189.5,361.75,720.5,3358.0,Batik Bali
21,6356.25,926.5,77.5,0.25,0.5,151.75,237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.75,8.5,0.0,0.0,879.5,521.25,5.5,0.0,0.0,82.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,30.5,1.75,0.0,0.0,1139.0,192.75,0.0,0.0,1.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,69.5,0.0,0.0,6.0,4063.5,2994.0,1782.25,408.5,162.75,100.5,67.5,60.0,43.0,43.75,39.0,42.0,44.5,56.0,67.5,92.0,177.0,406.5,8240.75,Batik Bali
22,6351.75,381.0,0.0,0.0,311.0,667.0,123.25,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,1.25,0.0,0.0,100.75,4199.75,1994.75,94.0,0.0,1125.5,1452.75,546.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,603.25,1115.0,0.0,0.0,2.0,252.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,4285.5,3156.75,695.0,286.25,167.25,109.25,69.25,70.5,67.25,138.5,58.0,68.0,82.0,109.25,142.5,269.25,593.5,9028.5,Batik Bali
23,4553.75,441.25,318.75,0.25,0.5,223.5,296.25,5.75,0.0,0.0,6.75,5.25,0.0,0.0,0.0,0.0,26.25,71.0,0.0,0.0,1.0,269.75,351.25,47.5,0.0,0.5,505.75,422.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,136.25,385.0,0.0,0.0,0.0,920.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,315.5,865.0,2050.75,584.0,218.0,110.75,73.25,47.75,32.25,27.75,29.5,33.0,40.75,41.0,65.75,125.5,210.0,547.5,4246.25,Batik Bali
24,2529.5,367.5,21.5,13.5,12.75,862.0,830.5,93.0,0.0,0.0,123.75,400.75,0.0,0.0,0.0,0.0,19.25,14.0,0.5,3.25,25.0,757.5,162.0,6.75,0.0,0.25,229.25,916.5,0.0,0.0,0.0,91.5,0.0,0.0,0.0,0.0,0.0,52.5,17.25,0.0,0.0,2.5,139.75,29.5,0.0,0.0,0.25,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.0,6.25,0.0,0.0,1.25,23.0,225.25,1737.75,803.75,367.75,208.5,163.25,117.5,93.75,76.0,68.0,77.25,91.25,109.25,142.0,204.5,324.5,657.25,2323.75,Batik Bali
25,3433.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5003.25,9.25,0.0,0.0,727.75,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.75,0.0,0.0,486.25,653.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.75,2132.75,637.0,292.75,160.0,93.25,66.25,51.5,50.75,42.25,43.0,56.25,67.25,95.5,142.25,266.5,591.75,4793.5,Batik Bali
26,7348.25,12.5,0.0,0.0,9.75,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.5,70.75,0.0,0.0,0.25,808.75,13.5,0.0,0.0,17.25,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,83.0,0.0,0.0,0.75,6447.0,296.5,0.0,0.0,9.5,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.75,1228.25,0.0,0.0,3.5,997.25,5383.0,957.25,254.25,138.25,110.5,89.0,67.5,58.25,47.5,52.25,52.5,60.25,67.25,70.75,96.75,150.5,223.5,10405.0,Batik Bali
27,4308.5,1511.0,64.5,0.0,2.25,556.25,730.25,38.25,0.0,0.0,0.75,11.75,0.0,0.0,0.0,0.0,12.75,11.75,24.0,14.0,15.0,291.75,420.25,60.75,0.0,0.5,148.0,362.0,0.0,0.0,0.0,94.5,0.0,0.0,0.0,0.0,0.0,2.25,2.25,12.5,0.0,6.0,85.5,121.0,0.0,0.0,0.0,173.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.25,0.0,0.0,0.0,262.75,437.25,1883.5,702.5,329.25,175.25,117.0,87.25,78.25,69.25,73.0,66.5,69.25,95.5,117.75,174.75,319.25,661.0,3892.5,Batik Bali
28,333.0,15.0,0.0,0.0,0.0,174.5,2810.0,233.25,0.0,0.0,3969.0,1783.75,0.0,0.0,0.0,13.5,0.0,13.5,0.0,0.0,0.0,131.0,406.0,1.75,0.0,0.0,953.0,2936.5,0.0,0.0,0.0,60.75,0.0,0.0,0.0,0.0,0.0,3.0,9.75,0.0,0.0,0.25,71.0,175.75,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1651.75,2562.5,700.0,275.25,144.75,97.25,65.75,59.75,45.5,48.5,51.75,58.25,77.25,95.5,159.75,314.75,789.25,6913.75,Batik Bali
29,6603.75,974.0,10.25,0.0,0.0,763.25,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3489.5,54.25,0.0,0.0,13.75,746.25,703.75,0.0,0.0,0.0,1877.5,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.25,0.0,0.0,2.0,563.25,897.5,0.0,0.0,0.0,3934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,1808.75,6841.5,1239.25,176.0,80.75,66.25,57.75,46.0,47.25,41.5,843.75,51.75,51.75,50.0,48.5,67.5,74.25,162.25,12627.0,Batik Bali
30,3029.75,2206.0,908.5,0.0,0.0,50.0,2219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,257.5,5.5,0.0,0.0,67.0,176.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.5,1364.0,579.75,266.0,142.0,89.75,69.5,48.75,43.25,37.5,48.75,48.5,57.75,97.25,169.75,338.25,917.25,4414.75,Batik Bali
31,4923.0,179.0,5.25,3.5,0.75,81.5,341.25,7.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,176.5,17.75,0.5,7.5,66.0,557.25,635.0,161.5,0.0,0.25,205.0,100.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,32.5,5.75,1.5,0.0,11.75,111.25,119.5,0.0,0.0,0.0,108.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,1.0,0.0,0.0,0.5,834.25,853.0,1434.75,505.0,269.0,184.25,144.5,116.25,108.25,116.25,128.25,97.75,116.5,112.25,136.5,177.5,267.25,446.75,3486.0,Batik Bali
32,736.25,15.75,4.25,0.0,0.0,853.5,594.25,176.75,0.0,2.25,33.5,404.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,72.25,128.0,31.75,0.0,4.25,2466.75,816.5,0.0,0.0,1.25,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,147.25,0.0,0.0,1.75,17893.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.5,3592.5,1620.5,472.25,275.75,169.75,128.0,105.0,83.75,90.75,10381.5,87.5,96.25,111.0,128.25,160.0,272.5,522.0,6675.75,Batik Bali
33,7471.75,25.0,58.5,0.0,0.0,2.25,4112.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,36.0,0.0,0.0,5.5,318.5,1682.25,501.75,0.0,0.0,29.75,44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,10.75,0.0,0.0,8.75,405.75,369.75,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.25,62.5,0.0,0.0,50.0,4915.25,5344.0,1859.0,324.0,145.5,86.0,67.5,54.0,50.75,43.25,69.75,49.75,41.25,58.5,73.75,91.5,146.0,339.0,11557.75,Batik Bali
34,5607.25,332.25,0.0,0.0,2.75,43.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,283.75,0.0,0.0,66.0,1705.5,131.5,0.0,0.0,3.25,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,70.25,79.75,0.0,0.0,9.5,835.5,69.0,0.0,0.0,2.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,44.75,0.0,0.0,9.0,2492.5,1345.0,2328.5,580.75,227.5,107.75,61.0,58.25,45.0,40.0,35.75,41.75,44.75,52.25,68.5,105.5,211.0,587.5,6598.25,Batik Bali
35,5854.5,121.25,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.5,48.25,0.0,0.0,17.0,1962.0,315.25,0.0,0.0,2.5,647.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,10.5,0.0,0.0,3.5,1043.0,100.25,0.0,0.0,0.25,168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,4.0,0.0,0.0,1.75,1506.0,1330.5,2604.5,560.75,197.75,98.5,71.25,50.5,40.5,31.0,29.75,36.0,36.75,44.25,58.75,84.75,200.75,484.0,6479.75,Batik Bali
36,6947.0,317.5,157.0,132.5,0.0,226.75,336.25,378.0,0.0,0.0,3.25,62.5,0.0,0.0,0.0,0.0,53.75,36.0,3.25,9.75,1.75,708.25,179.0,98.25,0.0,0.75,223.5,329.5,0.0,0.0,0.0,37.25,0.0,0.0,0.0,0.0,0.0,17.5,1.0,2.0,0.0,1.75,140.5,75.0,0.0,0.0,0.25,185.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,59.0,991.5,1782.75,534.5,263.0,173.0,107.25,92.0,71.75,71.25,96.0,81.0,81.25,89.5,111.0,151.5,265.5,554.0,5207.75,Batik Bali
37,4256.5,5247.75,36.25,2.75,0.75,300.0,939.5,1.75,0.0,0.0,5.75,0.25,0.0,0.0,0.0,0.0,12.5,33.25,10.75,54.0,31.25,428.75,680.0,2.75,0.0,15.0,241.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.75,3.75,1.75,0.75,240.75,281.25,384.25,0.0,0.0,0.25,184.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.25,0.0,0.0,5.25,13.75,294.5,1728.0,1935.5,428.75,216.0,123.75,103.75,90.0,82.25,60.5,817.75,71.75,78.0,105.25,125.0,143.0,194.0,426.5,7131.0,Batik Bali
38,4599.25,17.75,0.0,0.0,66.75,119.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,7.25,0.0,0.0,44.5,5228.25,40.25,0.0,0.0,95.75,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,16.75,0.0,0.0,45.0,7969.0,39.25,0.0,0.0,224.75,568.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25,21.25,0.0,0.0,82.25,7776.0,11641.75,1345.75,169.75,70.25,51.5,36.75,35.5,40.75,39.5,153.0,40.0,36.75,38.75,41.75,50.5,71.0,168.25,13340.5,Batik Bali
