x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,kelas
916.0,0.75,0.0,0.0,0.0,100.5,258.0,1.25,0.0,0.0,3.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,1598.25,111.75,0.0,0.0,2244.25,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,4085.0,0.0,0.0,0.0,4867.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.75,1604.25,4186.75,2589.5,1818.25,1398.5,1057.25,922.0,864.0,826.5,805.5,800.75,863.25,965.0,1125.75,1402.5,1849.5,2771.25,6277.0,Batik Bali
1417.0,6.75,21.75,6.25,108.0,365.75,395.25,31.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,90.0,7.0,0.0,0.0,108.5,1940.75,1603.5,160.0,0.0,171.75,3317.25,1233.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,238.5,21.0,0.0,0.0,166.5,2274.5,3251.75,0.0,0.0,20.25,483.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,59.5,2.5,0.0,0.0,3.75,28.5,1298.5,3840.75,2594.25,1665.75,1256.25,995.5,839.25,761.5,720.5,689.75,719.75,793.0,815.75,1056.5,1258.0,1693.25,2730.5,5735.5,Batik Bali
1733.25,1450.75,19.75,0.0,0.75,1857.25,3568.25,165.5,0.0,28.0,861.5,997.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,185.5,639.0,87.75,0.0,10.75,2067.75,2218.0,0.0,0.0,80.5,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,216.0,0.0,0.0,12.75,308.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1601.25,4289.75,3047.75,2029.5,1557.0,1245.5,1034.75,927.25,881.25,877.5,873.75,882.5,1042.5,1197.0,1462.75,1922.5,2862.0,5790.0,Batik Bali
11035.25,795.5,0.5,0.0,0.0,361.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.75,407.0,17.25,5.25,1.5,7623.25,823.5,44.25,0.0,0.0,290.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,41.25,19.75,0.0,0.0,882.25,56.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,1.5,6122.25,5590.0,2326.0,1351.25,917.0,682.0,574.5,484.75,470.5,445.25,449.75,502.25,542.75,688.75,896.25,1324.0,2443.0,11390.0,Batik Bali
3774.5,442.5,36.75,0.0,55.75,299.25,310.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.0,249.0,0.0,0.0,321.75,2435.0,2318.25,363.75,0.0,2.25,325.75,522.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,145.75,0.0,0.0,1.25,1723.5,1490.25,0.0,0.0,1.5,128.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,83.0,0.0,0.0,0.0,689.25,1923.0,3409.0,2271.5,1713.25,1423.5,1161.0,1036.0,995.25,957.0,1050.75,968.25,1008.0,1106.25,1287.75,1511.0,1798.5,2442.75,5844.5,Batik Bali
4655.25,604.0,72.5,21.75,0.0,510.25,350.75,89.5,0.0,0.0,2.25,96.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,1546.75,167.0,0.0,0.25,1193.0,1329.75,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,116.5,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.25,3242.25,2021.0,1334.25,1130.5,871.75,770.75,730.25,692.0,693.0,706.0,707.75,791.75,916.25,1110.75,1467.25,2041.0,5042.75,Batik Bali
4824.25,1385.5,12.5,0.0,0.0,575.0,145.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2952.25,1359.5,0.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4910.5,599.25,0.0,0.0,0.75,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2860.5,3474.0,1513.75,925.0,644.5,505.25,418.75,374.25,303.5,336.25,352.25,371.25,419.5,504.75,656.75,949.5,1679.5,7653.25,Batik Bali
5137.75,2450.75,249.25,190.5,2.25,483.75,944.75,210.25,0.0,0.0,2.25,57.5,0.0,0.0,0.0,0.0,1.5,7.75,0.0,5.75,2.0,208.5,881.5,126.5,0.0,6.25,225.75,329.5,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,1.75,6.25,5.75,0.0,2.25,96.75,218.5,0.0,0.0,16.0,169.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.75,0.0,1.75,15.5,174.75,1385.5,3429.0,2268.0,1570.5,1216.75,1055.25,901.5,751.5,734.5,733.75,757.25,822.0,881.0,999.75,1207.75,1682.5,2521.5,5363.5,Batik Bali
3774.5,442.5,36.75,0.0,55.75,299.25,310.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.0,249.0,0.0,0.0,321.75,2435.0,2318.25,363.75,0.0,2.25,325.75,522.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,145.75,0.0,0.0,1.25,1723.5,1490.25,0.0,0.0,1.5,128.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,83.0,0.0,0.0,0.0,689.25,1923.0,3409.0,2271.5,1713.25,1423.5,1161.0,1036.0,995.25,957.0,1050.75,968.25,1008.0,1106.25,1287.75,1511.0,1798.5,2442.75,5844.5,Batik Bali
1417.0,6.75,21.75,6.25,108.0,365.75,395.25,31.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,90.0,7.0,0.0,0.0,108.5,1940.75,1603.5,160.0,0.0,171.75,3317.25,1233.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,238.5,21.0,0.0,0.0,166.5,2274.5,3251.75,0.0,0.0,20.25,483.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,59.5,2.5,0.0,0.0,3.75,28.5,1298.5,3840.75,2594.25,1665.75,1256.25,995.5,839.25,761.5,720.5,689.75,719.75,793.0,815.75,1056.5,1258.0,1693.25,2730.5,5735.5,Batik Bali
10407.0,1163.25,1.0,0.0,3.25,702.25,201.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,1438.25,1358.0,1.5,0.0,1.0,847.5,445.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,724.75,828.75,0.0,0.0,0.0,386.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.75,3742.0,4101.0,2230.75,1768.0,1330.25,1211.5,1113.5,1083.25,994.75,1917.75,1038.75,1049.5,1115.0,1263.75,1406.75,1692.75,2268.0,7112.5,Batik Bali
5404.25,1072.5,0.0,0.0,11.0,779.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,31.5,0.75,0.0,16.75,1426.5,1575.0,150.0,0.0,72.0,2675.25,680.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,132.0,0.0,69.5,1253.5,2391.75,0.0,0.0,9.25,310.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,0.0,0.0,2.5,30.25,1949.5,4786.0,3040.75,1926.25,1371.25,1047.25,863.5,758.5,730.5,706.5,714.5,768.75,911.25,1089.75,1429.25,2032.0,3210.25,7627.25,Batik Bali
5519.5,415.75,1.25,0.0,2.5,238.5,319.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.75,71.25,1.25,0.0,93.75,1466.75,1189.5,206.0,0.0,0.0,263.75,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.25,1.0,0.0,9.5,314.25,359.75,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,0.0,0.0,0.5,733.5,1893.0,3437.0,2413.75,1935.25,1655.25,1503.25,1335.5,1298.75,1192.25,1397.5,1238.5,1286.25,1337.75,1438.5,1636.0,1958.25,2363.5,4833.5,Batik Bali
2225.75,627.75,62.25,0.0,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,509.25,138.75,0.0,11.25,2682.25,853.75,146.75,0.0,140.25,459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.25,384.25,283.5,54.75,0.0,180.75,2850.0,619.75,0.0,0.0,96.25,368.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,271.0,112.0,0.0,0.0,76.0,7844.25,4914.75,4411.5,2475.0,1749.0,1407.25,1194.5,1060.5,955.5,918.5,2003.5,923.0,932.75,1035.25,1171.0,1258.25,1609.25,2200.0,7385.75,Batik Bali
2365.75,2105.5,0.0,0.0,0.0,1900.0,807.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,210.5,155.25,0.0,0.0,0.0,1999.5,5098.5,0.5,0.0,0.0,1640.5,414.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,205.5,759.5,0.0,0.0,0.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1320.75,3435.5,2251.25,1491.75,1068.75,851.25,762.75,654.5,663.25,650.5,660.75,708.75,803.5,948.5,1191.75,1610.25,2515.75,6212.0,Batik Bali
3172.0,335.75,62.75,45.25,5.0,87.75,56.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,8.75,1.5,0.0,68.5,1071.75,226.75,60.0,0.0,4.0,131.75,30.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,78.0,2.25,0.5,0.0,52.5,667.0,77.5,0.0,0.0,2.25,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,11.0,28816.75,1807.75,1676.0,1096.5,970.0,800.75,752.5,701.75,666.25,668.25,21294.0,676.0,693.5,739.75,829.25,859.0,1037.25,1226.25,3570.0,Batik Bali
2188.75,119.0,0.0,0.75,314.0,370.25,78.0,65.25,0.0,0.0,0.5,0.0,0.0,0.0,4.5,0.0,33.5,7.25,0.0,0.0,225.75,1413.75,529.0,219.25,0.0,65.25,856.0,750.25,0.0,0.0,19.5,6.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,34.5,203.5,716.0,0.0,0.0,6.0,733.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,2495.75,1158.75,2126.25,1719.0,1337.0,1118.0,929.25,879.25,783.5,782.5,2001.75,764.0,786.5,905.5,1068.0,1244.75,1539.25,2057.25,4360.25,Batik Bali
2225.75,627.75,62.25,0.0,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,509.25,138.75,0.0,11.25,2682.25,853.75,146.75,0.0,140.25,459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.25,384.25,283.5,54.75,0.0,180.75,2850.0,619.75,0.0,0.0,96.25,368.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,271.0,112.0,0.0,0.0,76.0,7844.25,4914.75,4411.5,2475.0,1749.0,1407.25,1194.5,1060.5,955.5,918.5,2003.5,923.0,932.75,1035.25,1171.0,1258.25,1609.25,2200.0,7385.75,Batik Bali
4360.0,73.0,0.0,0.0,98.25,304.75,24.75,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,113.5,4.25,0.0,0.0,314.25,2650.5,179.75,0.75,0.0,66.75,434.75,96.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,133.25,22.75,0.0,0.0,258.5,1724.0,232.75,0.0,0.0,33.25,371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,160.5,12.25,0.0,0.0,220.25,949.5,1336.75,3784.5,2530.5,1629.5,1208.5,991.25,781.75,703.25,650.5,659.75,646.25,684.25,773.75,938.5,1220.5,1693.5,2598.0,5740.75,Batik Bali
4824.25,1385.5,12.5,0.0,0.0,575.0,145.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2952.25,1359.5,0.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4910.5,599.25,0.0,0.0,0.75,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2860.5,3474.0,1513.75,925.0,644.5,505.25,418.75,374.25,303.5,336.25,352.25,371.25,419.5,504.75,656.75,949.5,1679.5,7653.25,Batik Bali
1311.0,78.25,0.0,0.0,0.0,998.25,509.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,433.75,2474.0,0.0,0.0,1.25,6060.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,18.5,706.0,1282.5,0.0,0.0,8.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,3.75,2188.25,4541.25,2304.0,1480.25,1044.5,782.25,704.0,610.75,592.5,534.75,604.0,638.5,707.25,776.25,1058.75,1467.75,2277.5,5585.5,Batik Bali
5642.0,892.75,23.5,0.0,0.0,343.75,150.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,26.25,2.0,0.0,0.0,2297.0,1229.0,4.75,0.0,0.0,159.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,86.25,2.5,0.0,0.0,2930.5,497.5,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,157.0,0.0,0.0,0.0,3047.5,3292.75,3472.5,1781.5,1247.0,1022.0,817.5,759.0,704.0,639.0,723.25,632.25,733.0,774.25,835.5,966.0,1275.75,1850.0,6759.5,Batik Bali
3099.25,4491.5,0.0,0.0,0.0,1466.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,482.5,0.0,0.0,0.0,6518.75,4370.25,0.0,0.0,0.0,701.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,253.5,0.0,0.0,0.0,2264.25,754.5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,44.75,4923.25,5219.0,1873.5,1052.5,646.5,467.25,350.0,321.25,263.25,284.0,302.0,306.5,356.5,442.75,633.5,979.0,1876.75,9026.0,Batik Bali
1115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.75,0.0,0.0,0.0,226.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790.25,193.0,0.0,0.0,225.25,280.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.25,0.0,0.0,0.0,2734.75,2855.5,105.25,0.0,0.0,1.75,257.0,69.0,1783.5,4285.25,2903.75,1989.5,1595.0,1239.25,1076.0,1024.5,927.25,937.25,967.0,1003.75,1099.25,1246.5,1531.25,2065.75,2932.0,7846.5,Batik Bali
670.75,0.0,0.0,0.0,74.0,400.5,0.25,0.0,0.0,235.75,101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.5,543.75,4.5,0.0,1.25,3311.75,4253.0,2221.75,0.0,0.0,649.5,322.75,0.0,0.0,0.0,0.0,16.0,19.75,0.0,0.0,2.75,160.0,401.25,344.0,0.0,4.25,755.75,760.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1087.75,3724.0,2863.25,2127.25,1615.25,1302.25,1127.75,1064.0,961.25,995.5,1030.75,1057.5,1209.75,1386.25,1766.25,2422.0,3456.25,5929.5,Batik Bali
1072.0,14.5,2.25,0.0,0.0,829.75,424.0,157.5,0.0,5.25,11.0,519.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,146.0,120.0,34.0,0.0,4.0,2653.0,737.0,0.0,0.0,3.75,454.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.25,121.25,0.0,0.0,1.75,15162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.75,3313.0,3085.75,2049.0,1629.5,1367.25,1236.75,1159.0,1060.25,963.25,7536.0,1005.25,1014.0,1062.75,1251.5,1341.5,1700.75,2197.25,6851.5,Batik Bali
3064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75,0.0,0.0,0.0,2204.5,877.25,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.75,521.5,0.0,0.0,328.0,5911.5,666.25,0.0,0.0,0.0,27.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,49.5,0.0,0.0,0.0,189.0,1226.75,2221.75,3423.75,1974.25,1437.25,1179.25,1016.5,1009.75,921.25,879.0,912.5,911.0,929.0,956.5,1071.25,1220.25,1438.25,1967.5,5778.5,Batik Bali
3459.5,364.75,0.0,0.0,32.0,364.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,12.75,0.0,0.0,53.75,5505.25,417.75,0.0,0.0,24.5,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.25,0.0,0.0,15.0,1507.0,105.25,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,12674.75,3711.25,3747.5,1899.75,1224.75,978.75,780.75,685.75,600.75,561.0,10189.5,549.0,586.25,654.25,795.25,946.75,1224.25,1895.25,7426.5,Batik Bali
